
央视频,#genre#
山西卫视,http://dp.sxtv.top:88/2b/yfy.php?id=54
陕西卫视,http://dp.sxtv.top:88/2b/yfy.php?id=55
重庆卫视,http://dp.sxtv.top:88/2b/yfy.php?id=56
甘肃卫视,http://dp.sxtv.top:88/2b/yfy.php?id=57
大湾区卫视,http://dp.sxtv.top:88/2b/yfy.php?id=58
广西卫视,http://dp.sxtv.top:88/2b/yfy.php?id=59
青海卫视,http://dp.sxtv.top:88/2b/yfy.php?id=60
云南卫视,http://dp.sxtv.top:88/2b/yfy.php?id=61
海南卫视,http://dp.sxtv.top:88/2b/yfy.php?id=62
广东少儿,http://dp.sxtv.top:88/2b/yfy.php?id=63
新疆卫视,http://dp.sxtv.top:88/2b/yfy.php?id=64
广东珠江,http://dp.sxtv.top:88/2b/yfy.php?id=65
西藏卫视,http://dp.sxtv.top:88/2b/yfy.php?id=66
兵团卫视,http://dp.sxtv.top:88/2b/yfy.php?id=67
宁夏卫视,http://dp.sxtv.top:88/2b/yfy.php?id=69
河南卫视,http://dp.sxtv.top:88/2b/yfy.php?id=78
河北卫视,http://dp.sxtv.top:88/2b/yfy.php?id=79
东南卫视,http://dp.sxtv.top:88/2b/yfy.php?id=80
金鹰卡通,http://dp.sxtv.top:88/2b/yfy.php?id=81
内蒙古卫视,http://dp.sxtv.top:88/2b/yfy.php?id=93
北京纪实科教,http://dp.sxtv.top:88/2b/yfy.php?id=11001
卡酷少儿,http://dp.sxtv.top:88/2b/yfy.php?id=11003
车迷频道,http://dp.sxtv.top:88/2b/yfy.php?id=11004
环球旅游,http://dp.sxtv.top:88/2b/yfy.php?id=11005
中国天气,http://dp.sxtv.top:88/2b/yfy.php?id=11006
优优宝贝,http://dp.sxtv.top:88/2b/yfy.php?id=11007
聚鲨环球精选,http://dp.sxtv.top:88/2b/yfy.php?id=11008
书画频道,http://dp.sxtv.top:88/2b/yfy.php?id=11009
央广购物,http://dp.sxtv.top:88/2b/yfy.php?id=11011
河北三佳购物,http://dp.sxtv.top:88/2b/yfy.php?id=12001
河南梨园,http://dp.sxtv.top:88/2b/yfy.php?id=13001
河北杂技,http://dp.sxtv.top:88/2b/yfy.php?id=13002
河北经济生活,http://dp.sxtv.top:88/2b/yfy.php?id=13003
河北农民,http://dp.sxtv.top:88/2b/yfy.php?id=13004
河北都市,http://dp.sxtv.top:88/2b/yfy.php?id=13005
河北影视剧,http://dp.sxtv.top:88/2b/yfy.php?id=13006
河北少儿科教,http://dp.sxtv.top:88/2b/yfy.php?id=13007
河北公共,http://dp.sxtv.top:88/2b/yfy.php?id=13008
邯郸新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=13009
河北收视指南,http://dp.sxtv.top:88/2b/yfy.php?id=13010
石家庄娱乐,http://dp.sxtv.top:88/2b/yfy.php?id=13011
石家庄生活,http://dp.sxtv.top:88/2b/yfy.php?id=13012
石家庄都市,http://dp.sxtv.top:88/2b/yfy.php?id=13013
石家庄新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=13014
唐山新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=13110
唐山生活服务,http://dp.sxtv.top:88/2b/yfy.php?id=13111
唐山影视,http://dp.sxtv.top:88/2b/yfy.php?id=13112
唐山公共,http://dp.sxtv.top:88/2b/yfy.php?id=13113
家庭理财,http://dp.sxtv.top:88/2b/yfy.php?id=21001
家有购物,http://dp.sxtv.top:88/2b/yfy.php?id=22002
北京纪实科教,http://dp.sxtv.top:88/2b/yfy.php?id=22030
聚鲨环球精选2,http://dp.sxtv.top:88/2b/yfy.php?id=32010
山东教育卫视,http://dp.sxtv.top:88/2b/yfy.php?id=37001
中华美食,http://dp.sxtv.top:88/2b/yfy.php?id=37002
河南都市,http://dp.sxtv.top:88/2b/yfy.php?id=41101
河南民生,http://dp.sxtv.top:88/2b/yfy.php?id=41102
河南法治,http://dp.sxtv.top:88/2b/yfy.php?id=41103
河南电视剧,http://dp.sxtv.top:88/2b/yfy.php?id=41104
河南新闻,http://dp.sxtv.top:88/2b/yfy.php?id=41105
河南公共,http://dp.sxtv.top:88/2b/yfy.php?id=41106
河南乡村,http://dp.sxtv.top:88/2b/yfy.php?id=41107
河南睛彩中原,http://dp.sxtv.top:88/2b/yfy.php?id=41108
河南移动戏曲,http://dp.sxtv.top:88/2b/yfy.php?id=41109
河南功夫,http://dp.sxtv.top:88/2b/yfy.php?id=41110
河南收藏天下,http://dp.sxtv.top:88/2b/yfy.php?id=41111
郑州新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41112
周口新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41113
开封新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41114
洛阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41115
平顶山新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41116
安阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41117
鹤壁新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41118
新乡新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41119
焦作新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41120
濮阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41121
许昌综合,http://dp.sxtv.top:88/2b/yfy.php?id=41122
漯河新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41123
三门峡新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41124
商丘新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41125
驻马店新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41126
南阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41127
信阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=41128
济源1套,http://dp.sxtv.top:88/2b/yfy.php?id=41129
长城铝综合,http://dp.sxtv.top:88/2b/yfy.php?id=41130
嘉佳卡通,http://dp.sxtv.top:88/2b/yfy.php?id=41133
东方财经,http://dp.sxtv.top:88/2b/yfy.php?id=41135
兰铁TV,http://dp.sxtv.top:88/2b/yfy.php?id=41136
人民铁道,http://dp.sxtv.top:88/2b/yfy.php?id=41137
湖南教育,http://dp.sxtv.top:88/2b/yfy.php?id=43021
湖南经视,http://dp.sxtv.top:88/2b/yfy.php?id=43024
金鹰卡通,http://dp.sxtv.top:88/2b/yfy.php?id=43025
湖南娱乐,http://dp.sxtv.top:88/2b/yfy.php?id=43027
湖南都市,http://dp.sxtv.top:88/2b/yfy.php?id=43028
湖南电影,http://dp.sxtv.top:88/2b/yfy.php?id=43029
湖南电视剧,http://dp.sxtv.top:88/2b/yfy.php?id=43030
快乐购,http://dp.sxtv.top:88/2b/yfy.php?id=43032
四海钓鱼,http://dp.sxtv.top:88/2b/yfy.php?id=43036
劲爆体育,http://dp.sxtv.top:88/2b/yfy.php?id=43038
欢笑剧场,http://dp.sxtv.top:88/2b/yfy.php?id=43039
乐游,http://dp.sxtv.top:88/2b/yfy.php?id=43040
游戏风云,http://dp.sxtv.top:88/2b/yfy.php?id=43041
生活时尚,http://dp.sxtv.top:88/2b/yfy.php?id=43043
动漫秀场,http://dp.sxtv.top:88/2b/yfy.php?id=43045
CHC高清电影,http://dp.sxtv.top:88/2b/yfy.php?id=43063
湖南爱晚,http://dp.sxtv.top:88/2b/yfy.php?id=43080
新视觉,http://dp.sxtv.top:88/2b/yfy.php?id=43082
魅力足球,http://dp.sxtv.top:88/2b/yfy.php?id=43083
劲爆体育,http://dp.sxtv.top:88/2b/yfy.php?id=43084
都市剧场,http://dp.sxtv.top:88/2b/yfy.php?id=43085
金鹰纪实,http://dp.sxtv.top:88/2b/yfy.php?id=43087
益阳新闻综合,http://dp.sxtv.top:88/2b/yfy.php?id=43088
益阳教育,http://dp.sxtv.top:88/2b/yfy.php?id=43089
益阳公共,http://dp.sxtv.top:88/2b/yfy.php?id=43090
湖南都市,http://dp.sxtv.top:88/2b/yfy.php?id=43094
湖南电影,http://dp.sxtv.top:88/2b/yfy.php?id=43098


重庆有线,#genre#
CCTV1综合,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv1
CCTV2财经,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv2
CCTV3综艺,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv3
CCTV4中文国际,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv4
CCTV5体育,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv5
CCTV5+体育赛事,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv5p
CCTV6电影,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv6
CCTV7国防军事,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv7
CCTV8电视剧,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv8
CCTV9纪录,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv9
CCTV10科教,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv10
CCTV11戏曲,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv11
CCTV12社会与法,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv12
CCTV13新闻,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv13
CCTV14少儿,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv14
CCTV15音乐,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv15
CCTV16奥林匹克,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv16
CCTV17农业农村,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv17
CCTV4K 高清,http://dp.sxtv.top:88/2b/cqyx.php?id=cctv4k
CCTV兵器科技,http://dp.sxtv.top:88/2b/cqyx.php?id=bqkj
CCTV第一剧场,http://dp.sxtv.top:88/2b/cqyx.php?id=dyjc
CCTV怀旧剧场,http://dp.sxtv.top:88/2b/cqyx.php?id=hjjc
CCTV风云剧场,http://dp.sxtv.top:88/2b/cqyx.php?id=fyjc
CCTV风云音乐,http://dp.sxtv.top:88/2b/cqyx.php?id=fyyy
CCTV风云足球,http://dp.sxtv.top:88/2b/cqyx.php?id=fyzq
CCTV央视文化精品,http://dp.sxtv.top:88/2b/cqyx.php?id=whjp
CCTV女性时尚,http://dp.sxtv.top:88/2b/cqyx.php?id=nxss
CCTV高尔夫网球,http://dp.sxtv.top:88/2b/cqyx.php?id=gefwq
CCTV央视台球,http://dp.sxtv.top:88/2b/cqyx.php?id=ystq
CCTV央广购物,http://dp.sxtv.top:88/2b/cqyx.php?id=yggw
CCTV中视购物,http://dp.sxtv.top:88/2b/cqyx.php?id=zsgw
中学生,http://dp.sxtv.top:88/2b/cqyx.php?id=zxs
发现之旅,http://dp.sxtv.top:88/2b/cqyx.php?id=fxzl
老故事,http://dp.sxtv.top:88/2b/cqyx.php?id=lgs
书画,http://dp.sxtv.top:88/2b/cqyx.php?id=sh
中国天气,http://dp.sxtv.top:88/2b/cqyx.php?id=zgtq
CGTN,http://dp.sxtv.top:88/2b/cqyx.php?id=cgtn
CETV1中教1台,http://dp.sxtv.top:88/2b/cqyx.php?id=cetv1
CETV4中教4台,http://dp.sxtv.top:88/2b/cqyx.php?id=cetv4
CETV早期教育,http://dp.sxtv.top:88/2b/cqyx.php?id=zqjy
CHC高清电影,http://dp.sxtv.top:88/2b/cqyx.php?id=chcgq
CHC动作电影,http://dp.sxtv.top:88/2b/cqyx.php?id=chcdz
CHC家庭影院,http://dp.sxtv.top:88/2b/cqyx.php?id=chcjt
北京卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=bjws
东方卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=dfws
天津卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=tjws
重庆卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=cqws
黑龙江卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=hljws
吉林卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=jlws
辽宁卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=lnws
内蒙古卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=nmws
宁夏卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=nxws
青海卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=qhws
河北卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=hbws
山西卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=sxiws
安徽卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=ahws
河南卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=hnws
湖北卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=hubws
湖南卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=hunws
江西卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=jxws
江苏卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=jsws
浙江卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=zjws
东南卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=dnws
广东卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=gdws
深圳卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=szws
广西卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=gxws
云南卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=ynws
贵州卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=gzws
四川卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=scws
新疆卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=xjws
兵团卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=btws
西藏卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=xzws
海南卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=hinws
三沙卫视,http://dp.sxtv.top:88/2b/cqyx.php?id=ssws
北京纪实科教,http://dp.sxtv.top:88/2b/cqyx.php?id=bjjskj
北京卡酷,http://dp.sxtv.top:88/2b/cqyx.php?id=bjkk
中华特产,http://dp.sxtv.top:88/2b/cqyx.php?id=zhtc
生态环境,http://dp.sxtv.top:88/2b/cqyx.php?id=sthj
四海钓鱼,http://dp.sxtv.top:88/2b/cqyx.php?id=shdy
车迷频道,http://dp.sxtv.top:88/2b/cqyx.php?id=cmpd
百姓健康,http://dp.sxtv.top:88/2b/cqyx.php?id=bxjk
环球奇观,http://dp.sxtv.top:88/2b/cqyx.php?id=hqqg
环球旅游,http://dp.sxtv.top:88/2b/cqyx.php?id=hqly
优优宝贝,http://dp.sxtv.top:88/2b/cqyx.php?id=yybb
聚鲨环球精选,http://dp.sxtv.top:88/2b/cqyx.php?id=jshwjx
东方财经,http://dp.sxtv.top:88/2b/cqyx.php?id=dfcj
欢笑剧场,http://dp.sxtv.top:88/2b/cqyx.php?id=hxjc
都市剧场,http://dp.sxtv.top:88/2b/cqyx.php?id=dsjc
魅力足球,http://dp.sxtv.top:88/2b/cqyx.php?id=mlxq
动漫秀场,http://dp.sxtv.top:88/2b/cqyx.php?id=dmxc
游戏风云,http://dp.sxtv.top:88/2b/cqyx.php?id=yxfy
生活时尚,http://dp.sxtv.top:88/2b/cqyx.php?id=shss
法治天地,http://dp.sxtv.top:88/2b/cqyx.php?id=fztd
金色学堂,http://dp.sxtv.top:88/2b/cqyx.php?id=jsxt
重庆新闻,http://dp.sxtv.top:88/2b/cqyx.php?id=cqxw
重庆科教,http://dp.sxtv.top:88/2b/cqyx.php?id=cqkj
重庆影视,http://dp.sxtv.top:88/2b/cqyx.php?id=cqys
重庆文体娱乐,http://dp.sxtv.top:88/2b/cqyx.php?id=cqwtyl
重庆少儿,http://dp.sxtv.top:88/2b/cqyx.php?id=cqse
重庆时尚生活,http://dp.sxtv.top:88/2b/cqyx.php?id=cqsssh
重庆新农村,http://dp.sxtv.top:88/2b/cqyx.php?id=cqxnc
重庆社会与法,http://dp.sxtv.top:88/2b/cqyx.php?id=cqshyf
重庆移动,http://dp.sxtv.top:88/2b/cqyx.php?id=cqyd
重庆汽摩,http://dp.sxtv.top:88/2b/cqyx.php?id=cqqm
重广融媒,http://dp.sxtv.top:88/2b/cqyx.php?id=cgrm
爱看导视,http://dp.sxtv.top:88/2b/cqyx.php?id=akds
合川综合,http://dp.sxtv.top:88/2b/cqyx.php?id=hczh
长寿综合,http://dp.sxtv.top:88/2b/cqyx.php?id=cszh
酉阳综合,http://dp.sxtv.top:88/2b/cqyx.php?id=yyzh
云阳综合,http://dp.sxtv.top:88/2b/cqyx.php?id=yunyzh
铜梁综合,http://dp.sxtv.top:88/2b/cqyx.php?id=tlzh
家有购物,http://dp.sxtv.top:88/2b/cqyx.php?id=jygw
新动漫,http://dp.sxtv.top:88/2b/cqyx.php?id=xdm
证券服务,http://dp.sxtv.top:88/2b/cqyx.php?id=zqfw
山东教育,http://dp.sxtv.top:88/2b/cqyx.php?id=sdjy
收藏天下,http://dp.sxtv.top:88/2b/cqyx.php?id=sctx
国学频道,http://dp.sxtv.top:88/2b/cqyx.php?id=gxpd
快乐垂钓,http://dp.sxtv.top:88/2b/cqyx.php?id=klcd
金鹰卡通,http://dp.sxtv.top:88/2b/cqyx.php?id=jykt
先锋乒羽,http://dp.sxtv.top:88/2b/cqyx.php?id=xfpy
风尚购物,http://dp.sxtv.top:88/2b/cqyx.php?id=fsgw
财富天下,http://dp.sxtv.top:88/2b/cqyx.php?id=cftx
天元围棋,http://dp.sxtv.top:88/2b/cqyx.php?id=tywq
摄影频道,http://dp.sxtv.top:88/2b/cqyx.php?id=sypd
求索纪录,http://dp.sxtv.top:88/2b/cqyx.php?id=qsjl
重温经典,http://dp.sxtv.top:88/2b/cqyx.php?id=cwjd


咪咕V6,#genre#
CCTV1,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225816/index.m3u8
CCTV2,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225599/index.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV4,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225797/index.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225818/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225814/index.m3u8
CCTV7,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV8,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225795/index.m3u8
CCTV9,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225676/index.m3u8
CCTV10,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV11,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225517/index.m3u8
CCTV12,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225669/index.m3u8
CCTV13,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225812/index.m3u8
CCTV14,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225674/index.m3u8
CCTV15,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225513/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225893/index.m3u8
CCTV17,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225708/index.m3u8
北京卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225931/index.m3u8
东方卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225942/index.m3u8
东南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225950/index.m3u8
广东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225966/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225974/index.m3u8
海南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225978/index.m3u8
河北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225961/index.m3u8
河南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225988/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225985/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225975/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226000/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225981/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225938/index.m3u8
江西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225935/index.m3u8
山东卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225952/index.m3u8
山西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221226009/index.m3u8
陕西卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225989/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225943/index.m3u8
四川卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225970/index.m3u8
天津卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225972/index.m3u8
西安新闻,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225993/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225959/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225963/index.m3u8
黑龙江都市,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225969/index.m3u8
黑龙江农业,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225994/index.m3u8
黑龙江少儿,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225979/index.m3u8
黑龙江文体,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225965/index.m3u8
黑龙江新闻,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225967/index.m3u8
黑龙江影视,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225973/index.m3u8
咪咕足球,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8
咪咕体育,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225895/index.m3u8
西安新闻综合,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225993/index.m3u8


龙江IPV6,#genre#
CCTV1,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV2,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV3,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV4,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226428/index.m3u8
CCTV5,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV7,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV8,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV9,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV10,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226473/index.m3u8
CCTV11,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226565/index.m3u8
CCTV12,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226568/index.m3u8
CCTV13,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226537/index.m3u8
CCTV14,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226591/index.m3u8
CCTV15,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226476/index.m3u8
CCTV16,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV17,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
湖南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
浙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
东方卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
广东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
深圳卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
北京卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
四川卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
江西卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视「IPV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
海南卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
湖北卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
贵州卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
辽宁卫视「IPV6,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
重庆卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
吉林卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
黑龙江卫视,http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
